,Data Center,Company,Address,City,State,lat,lon,White space,Gross power
2043,Stafford Assoicates Data Center,Stafford Associates,,,,,,,
2044,YourNet Connection,Starpoint Digital,,,,,,,
2045,Richardson,State Farm,,,,,,,
2046,"350 E Cermak Rd, Chicago",Steadfast Networks,,,,,,100000.0,
2047,"725 S. Wells Street, Chicago ",Steadfast Networks,,,,,,,
2048,Dedicated Server Store,STEALTH - ISS® Inc,,,,,,,
2049,South Brunswick,Steel Orca,,,,,,,
2050,SteelVault OX-1,SteelVault,,,,,,,
2051,Park Tower,"Sterling American Property, Inc.",,,,,,,
2052,Stone Mountain Data Complex,Stone Mountain,,,,,,,
2053,Dallas,Storagepipe,,,,,,,
2054,Consonus PDC,StraTech,,,,,,,
2055,Consonus SDC,StraTech,,,,,,,
2056,Consonus WDC,StraTech,,,,,,,
2057,Alpharetta Data Center,Sungard,,,,,,4274.0,
2058,Atlanta Data Center,Sungard,,,,,,1812.0,
2059,Boston BOS-020 data center,Sungard,,,,,,2326.0,1920.0
2060,Boston BOS-70 data center,Sungard,,,,,,232.0,450.0
2061,Carlstadt CRL-410 Data Center,Sungard,,,,,,8719.0,
2062,Carlstadt CRL-760 Data Center,Sungard,,,,,,3995.0,
2063,Carlstadt CRL-777 Data Center,Sungard,,,,,,15979.0,
2064,Chicago CHI-3100 Workgroup,Sungard,,,,,,84.0,
2065,Chicago CHI-341 Data Center,Sungard,,,,,,2415.0,400.0
2066,Chicago CHI-711 Data Center,Sungard,,,,,,7897.0,400.0
2067,Cleveland Workgroup,Sungard,,,,,,412.0,
2068,Cypress Workgroup,Sungard,,,,,,883.0,
2069,Dallas DAL-1001 Data Center,Sungard,,,,,,3252.0,6000.0
2070,Dallas DAL-3001 Workgroup,Sungard,,,,,,1208.0,
2071,Denver DEN-3431 Data Center,Sungard,,,,,,4181.0,11000.0
2072,Denver DEN-550 Data Center,Sungard,,,,,,1858.0,
2073,Detroit Workgroup,Sungard,,,,,,353.0,
2074,Federal Way Workgroup,Sungard,,,,,,279.0,
2075,Houston HOU-12025 Data Center,Sungard,,,,,,1394.0,2000.0
2076,Houston HOU-12175 Data Center,Sungard,,,,,,1022.0,2000.0
2077,Indianapolis Workgroup,Sungard,,,,,,361.0,
2078,Marlborough MA-250 Workgroup,Sungard,,,,,,2137.0,420.0
2079,Marlborough MA-260 Workgroup,Sungard,,,,,,1394.0,
2080,New York City Workgroup,Sungard,,,,,,2276.0,
2081,Orlando Workgroup,Sungard,,,,,,158.0,
2082,Philadelphia PHL-1500 Data Center,Sungard,,,,,,16588.0,
2083,San Ramon Workgroup,Sungard,,,,,,1394.0,
2084,Scottsdale Data Center,Sungard,,,,,,4181.0,
2085,Smyrna Workgroup,Sungard,,,,,,2230.0,
2086,St. Paul Workgroup,Sungard,,,,,,929.0,
2087,SVCOLO Santa Clara,SVCOLO,,,,,,2866.0,
2088,SVCOLO Sunnyvale,SVCOLO,,,,,,,
2089,SVTIX Data Center,SVTIX,,,,,,,
2090,Frederick Data Center I,Swift Systems,,,,,,,
2091,Las Vegas,Switch,,,,,,,
2092,Las Vegas 1-6,Switch,,,,,,4000.0,15000.0
2093,Las Vegas 7,Switch,,,,,,23000.0,100000.0
2094,Synergy Broadband State Street,Synergy Broadband,,,,,,,
2095,3705 Raymond Street,Syptec,,,,,,,
2096,Syptec - Phoenix,Syptec,,,,,,,
2097,Syptec - Salt Lake City,Syptec,,,,,,,
2098,Syptec - Vegas,Syptec,,,,,,,
2099,T5@Atlanta I,T5 Data Centers,,,,,,5052.0,
2100,T5@Atlanta II,T5 Data Centers,,,,,,6193.0,
2101,T5@Charlotte,T5 Data Centers,,,,,,3484.0,18000.0
2102,T5@Dallas I,T5 Data Centers,,,,,,,
2103,TEAM Technologies Data Center,TDS,,,,,,,
2104,TEAM Companies Cedar Falls,TEAM Companies,,,,,,,
2105,TEAM Companies Des Moines,TEAM Companies,,,,,,,
2106,Teamnet Cedar Falls,Teamnet Technologies,,,,,,,
2107,Tech Vault Data Center,"Tech Vault, Inc.",,,,,,,
2108,Las Vegas,Telecom Real Estate Services (TRES),,,,,,,
2109,Miami Keycentre,Telefonica,,,,,,,
2110,Los Angeles Center,Telehouse,,,,,,,500.0
2111,New York Chelsea,Telehouse,,,,,,5500.0,3500.0
2112,Orange County Internet Exchange,Telekenex,,,,,,,
2113,190 Park Center Plaza San Jose,Telepacific,,,,,,,
2114,Telepacific,Telepacific,,,,,,,
2115,TeleSource IDC,TeleSource,,,,,,,
2116,New York,Telia Carrier,,,,,,,
2117,New York,Telix,,,,,,,
2118,New York 2,Telix,,,,,,,
2119,New York 3,Telix,,,,,,,
2120,TelJet Longhaul Data Center,"TelJet Longhaul, LLC",,,,,,,
2121,Tellurian Datacenter,Tellurian,,,,,,,
2122,Southfield,TelNet Worldwide (TelNet),,,,,,278.0,
2123,Chicago,Telstra International,,,,,,,
2124,Los Angeles,Telstra International,,,,,,,
2125,New York,Telstra International,,,,,,,
2126,San Jose,Telstra International,,,,,,,
2127,TeraSwitch Networks - DC1,TeraSwitch Networks,,,,,,,
2128,Culpeper,Terremark,,,,,,,
2129,Miami,Terremark,,,,,,,
2130,Santa Clara,Terremark,,,,,,,
2131,Boise,The Benaroya Company,,,,,,2694.0,4500.0
2132,South Hill Data Center,The Benaroya Company,,,,,,,8600.0
2133,South Hill Data Center 2,The Benaroya Company,,,,,,,17500.0
2134,Maryland,"The Data Centers, LLC (TDC)",,,,,,,
2135,Conway,The Echo Group,,,,,,,
2136,INOC,The Independent Network Operations Consortium (INOC),,,,,,,
2137,The Karcher Group Data Center,The Karcher Group,,,,,,,
2138,Newport Financial Center,The LeFrak Organization,,,,,,,
2139,LIDARC,The Long Island Data and Recovery Center (LIDARC),,,,,,,
2140,Public Square Tech Center,The Morgan Reed Group,,,,,,,
2141,Thornton Colorado Data Center,The Morgan Reed Group,,,,,,,
2142,274 Brannan Street,The Swig Company,,,,,,,
2143,Albany,The University of Albany,,,,,,,
2144,Maryland,The US Social Security Administration (SSA),,,,,,,
2145,National Support Center (NSC),The US Social Security Administration (SSA),,,,,,,
2146,Westin Building Seattle,The Westin Building,,,,,,,
2147,The Franklin Exchange Tampa,The Wilson Company,,,,,,,
2148,800 South Hope,Thomas Properties Group,,,,,,,
2149,Charlotte-Rose Lake,TierPoint,,,,,,,
2150,Dallas,TierPoint,,,,,,6317.0,11100.0
2151,Oklahoma City 1,TierPoint,,,,,,1357.0,2600.0
2152,Raleigh-RTP,TierPoint,,,,,,929.0,2500.0
2153,Spokane,TierPoint,,,,,,2880.0,8800.0
2154,NDC West,Time Warner Cable,,,,,,,
2155,New York City datacenter,Time Warner Cable Business Class,,,,,,,
2156,165 Halsey Meet-Me Room,Tishman Real Estate Services,,,,,,,
2157,165 Halsey Street,Tishman Real Estate Services,,,,,,,
2158,Tonaquint Data Center,Tonaquint Data Center,,,,,,,
2159,Salt Lake City,Total Server Solutions LLC,,,,,,,
2160,Seattle,Total Server Solutions LLC,,,,,,,
2161,324 E Wisconsin,Towne Investments,,,,,,,
2162,Philadelphia,"Transbeam, Inc.",,,,,,,
2163,Transtelco El Paso,Transtelco,,,,,,,
2164,200 Technology Center,Transwestern,,,,,,,
2165,Norcross,Travelers Insurance Group,,,,,,,
2166,Sarpy County,Travelers Insurance Group,,,,,,,
2167,Travelport Data Center,Travelport,,,,,,,
2168,Tyler Vault.com Data Center,Tyler Vault.com,,,,,,,
2169,USNX Data Center,U.S. NetworX,,,,,,,
2170,Boulder,Uber,,,,,,,
2171,1331 E Business Center Dr.,Unclaimed,,,,,,,
2172,St Louis,UNISYS,,,,,,,
2173,Lincoln,Unite Private Networks,,,,,,,
2174,The Mission Street Center,"UnitedLayer, Inc.",,,,,,,
2175,UnitedLayer San Francisco,"UnitedLayer, Inc.",,,,,,,
2176,NCAR-Wyoming Supercomputing Center,University Corporation for Atmospheric Research,,,,,,,
2177,Grand Forks,University of North Dakota,,,,,,,
2178,University of Wisconsin-Madison,University of Wisconsin-Madison,,,,,,,
2179,3110 North Central Avenue,Unknown,,,,,,,
2180,4003 East Speedway Boulevard,Unknown,,,,,,,
2181,9706 E. Easter Avenue,Unknown,,,,,,,
2182,Beltsville,Unknown,,,,,,,
2183,GramTel Grand Rapids,Unknown,,,,,,,
2184,Secaucus,Unknown,,,,,,,
2185,Untangled Technology Data Center,Untangled Technology,,,,,,,
2186,US Internet Data Center,US Internet,,,,,,,
2187,US Secure Hosting Center,US Secure Hosting Center (USSHC),,,,,,,
2188,Grand Rapids,US SIGNAL,,,,,,,
2189,US Signal Grand Rapids,US SIGNAL,,,,,,,
2190,US Signal Oak Brook,US SIGNAL,,,,,,,
2191,US Signal Southfield,US SIGNAL,,,,,,,
2192,V1,Vantage Data Centers,,,,,,,
2193,V2,Vantage Data Centers,,,,,,,
2194,V3,Vantage Data Centers,,,,,,,
2195,Vaultas Alexandria,Vaultas,,,,,,,
2196,Vaultas St. Cloud,Vaultas,,,,,,,
2197,Dallas I,VAZATA,,,,,,2323.0,3300.0
2198,Dallas II,VAZATA,,,,,,1161.0,2000.0
2199,Vegas,VegasNAP,,,,,,,
2200,Baton Rouge,Venyu,,,,,,,
2201,Baton Rouge 2,Venyu,,,,,,,
2202,Bossier City,Venyu,,,,,,,
2203,Jackson,Venyu,,,,,,,
2204,Vernon Data Center,Vernon Data Center,,,,,,,
2205,Davey Holdings LLC,Villecolo,,,,,,,
2206,701-703 S Lasalle St.,Vinakom,,,,,,,
2207,Vineyard Data Center Park,Vineyard Data Center Park,,,,,,,
2208,650 Townsend St,Virtustream,,,,,,,
2209,8619 Westwood Center Drive,Virtustream,,,,,,,
2210,VISI Data Center Eden Prairie,VISI,,,,,,,
2211,VISI Data Center St. Paul,VISI,,,,,,,
2212,Volico Broward,Volico,,,,,,,
2213,Volico Miami,Volico,,,,,,,
2214,Volico Miami #2,Volico,,,,,,,
2215,Voonami Orem Data Center,Voonami,,,,,,,
2216,Voonami Salt Lake City Data Center,Voonami,,,,,,,
2217,OCDC Orange County Datacenter Santa Ana,VPLS / ACS State and Local,,,,,,,
2218,Austin,vXchnge,,,,,,4500.0,26000.0
2219,Portland,vXchnge,,,,,,2000.0,
2220,St. Louis,vXchnge,,,,,,1600.0,
2221,Waveform Troy Datacenter,Waveform Technology,,,,,,,
2222,Webair NY1,"Webair Internet Development, Inc.",,,,,,2323.0,4000.0
2223,4664 Campus Drive,Weidenhammer,,,,,,,
2224,The Bunker,Westland Bunker,,,,,,13000.0,
2225,2401 Holly Kansas City,"Wholesale Internet, Inc.",,,,,,,
2226,One Wilshire Building,Wilcon,,,,,,,
2227,Atlanta,"Windstream Services, LLC",,,,,,121.0,
2228,Nashville,"Windstream Services, LLC",,,,,,929.0,960.0
2229,Lafayette,Wintek,,,,,,,
2230,Ashburn,WiredRe,,,,,,,
2231,Chicago,WiredRe,,,,,,,
2232,Denver,WiredRe,,,,,,,
2233,San Francisco,WiredRe,,,,,,,
2234,Worknet Naperville,Worknet,,,,,,,
2235,Seattle,WorldLink Internet Services,,,,,,,
2236,Worldspice Data Center,WorldSpice Technologies,,,,,,,
2237,Columbus (North 5th Street),WOW! (Wide Open West),,,,,,,
2238,Tampa (North Tampa Street),WOW! (Wide Open West),,,,,,,
2239,WOWaccess,"WOWaccess, Inc",,,,,,,
2240,Greater Hartford,Xand,,,,,,2787.0,
2241,Lehigh Valley,Xand,,,,,,,
2242,Metrowest Boston,Xand,,,,,,3716.0,
2243,Tek Park,Xand,,,,,,1300.0,
2244,Valley Forge,Xand,,,,,,668.0,
2245,Westchester,Xand,,,,,,,
2246,xDefenders,"xDefenders, Inc.",,,,,,,
2247,Xecunet Data Center,Xecunet,,,,,,,
2248,Xilogix Data Center,Xilogix,,,,,,,
2249,Xiolink Data Center,XIOLINK,,,,,,,
2250,XNet Critical Computing Facility,XNet,,,,,,,
2251,Atlanta/Smyrna,XO Communications,,,,,,,
2252,Austin (2100 S. IH-35),XO Communications,,,,,,,
2253,Baltimore (S. Charles),XO Communications,,,,,,,
2254,Boston,XO Communications,,,,,,,
2255,"Cambridge (89 Fulkerson, 1st Floor",XO Communications,,,,,,,
2256,Chicago (S. Dearborn),XO Communications,,,,,,,
2257,Columbus,XO Communications,,,,,,,
2258,Dallas (Mockingbird Ln.),XO Communications,,,,,,,
2259,Denver/Englewood (E. Easter),XO Communications,,,,,,,
2260,Denver/Englewood (Inverness Way),XO Communications,,,,,,,
2261,Detroit/Southfield (21455 Melrose Ave.),XO Communications,,,,,,,
2262,Detroit/Southfield (21555 Melrose Ave.),XO Communications,,,,,,,
2263,Houston (Fannin St.),XO Communications,,,,,,,
2264,Houston (Portsmouth St.),XO Communications,,,,,,,
2265,Maryland Heights,XO Communications,,,,,,,
2266,Minneapolis (Marquette Ave.),XO Communications,,,,,,,
2267,Nashville,XO Communications,,,,,,,
2268,"New York (111 8th Ave., 5th Floor)",XO Communications,,,,,,,
2269,Phoenix (3930 E. Watkins),XO Communications,,,,,,,
2270,Secaucus,XO Communications,,,,,,,
2271,St. Louis (N. Tucker Blvd.),XO Communications,,,,,,,
2272,Miami,XO Communications,,,,,,,
2273,Portland 1,XO Communications,,,,,,,
2274,Portland 2,XO Communications,,,,,,,
2275,San Antonio,XO Communications,,,,,,,
2276,Tampa,XO Communications,,,,,,,
2277,YRIX,Yellowstone Regional Internet Exchange (YRIX),,,,,,,
2278,111 8th Avenue,Zayo Group LLC,,,,,,,
2279,1500 Champa Street,Zayo Group LLC,,,,,,650.0,2000.0
2280,1525 Rockwell Ave,Zayo Group LLC,,,,,,279.0,531.0
2281,165 Halsey,Zayo Group LLC,,,,,,,
2282,209 10th Ave South,Zayo Group LLC,,,,,,650.0,797.0
2283,7620 Appling Center Dr,Zayo Group LLC,,,,,,557.0,1329.0
2284,Santa Clara,"Zynga Game Network, Inc.",,,,,,,
